species,oldSpeciesCanonicalName,similarity,prediction
Toxoides undulata,Toxoides longipennis,0.9855,synonym
Achlya flavicornis,Achlya atrescens,0.9801,synonym
Achlya flavicornis,Achlya fuscomaculata,0.9721,synonym
Achlya flavicornis,Achlya nigromaculata,0.966,synonym
Achlya flavicornis,Achlya signatipennis,0.969,synonym
Achlya flavicornis,Achlya simplex,0.9835,synonym
Achlya flavicornis,Achlya unilinea,0.9744,synonym
Achlya flavicornis,Achyla flavicornis,0.9811,synonym
Achlya flavicornis,Asphalia flavicornis,0.9751,synonym
Achlya flavicornis,Asphalia rosea,0.9506,synonym
Achlya flavicornis,Cymatophora flavicornis,0.978,synonym
Achlya flavicornis,Noctua flavicornis,0.9597,synonym
Achlya flavicornis,Noctua luteicornis,0.9579,synonym
Achlya flavicornis,Phalaena arcuata,0.9496,synonym
Achlya flavicornis,Phalaena sulphureomaculata,0.9563,synonym
Achlya flavicornis,Polyplaca clausa,0.971,synonym
Achlya flavicornis,Polyploca angustefasciata,0.9586,synonym
Achlya flavicornis,Polyploca confluens,0.9716,synonym
Achlya flavicornis,Polyploca confluens,0.9716,synonym
Achlya flavicornis,Polyploca confluens,0.9716,synonym
Achlya flavicornis,Polyploca covergens,0.9578,synonym
Achlya flavicornis,Polyploca flavicornis,0.9807,synonym
Achlya flavicornis,Polyploca haverkampfi,0.9614,synonym
Achlya flavicornis,Polyploca medionigra,0.9667,synonym
Achlya flavicornis,Polyploca melanalba,0.9718,synonym
Achlya flavicornis,Polyploca nudata,0.9722,synonym
Achlya flavicornis,Polyploca obsoleta,0.9628,synonym
Achlya flavicornis,Polyploca pseudoalbingensis,0.9751,synonym
Achlya flavicornis,Polyploca unimaculata,0.9673,synonym
Achlya kuramana,Sugitaniella kuramana,0.9792,synonym
Spectroreta hyalodisca,Spectroreta flava,0.9742,synonym
Spectroreta hyalodisca,Spectroreta rufa,0.9767,synonym
Nordstromia aqua,Drepana aqua,0.9842,synonym
Nordstromia bicostata,Albara bicostata,0.9693,synonym
Nordstromia duplicata,Albara duplicata,0.9731,synonym
Nordstromia duplicata,Albara olivacea,0.9526,synonym
Nordstromia duplicata,Nordstromia pallidior,0.9755,synonym
Nordstromia humerata,Albara humerata,0.9801,synonym
Nordstromia japonica,Albara sachalinensis,0.953,synonym
Nordstromia japonica,Drepana punctifera,0.9694,synonym
Nordstromia lilacina,Albara lilacina,0.967,synonym
Nordstromia problematica,Albara aestivalis,0.9456,synonym
Nordstromia problematica,Albara problematica,0.9671,synonym
Nordstromia recava,Nordstroemia recava,0.9501,synonym
Nordstromia siccifolia,Allodrepana siccifolia,0.9853,synonym
Nordstromia simillima,Albara simillima,0.9776,synonym
Nordstromia sumatrana,Albara sumatrana,0.9721,synonym
Nordstromia vira,Albara erpina,0.9542,synonym
Nordstromia vira,Albara gracillima,0.961,synonym
Nordstromia vira,Albara mimetica,0.9488,synonym
Nordstromia vira,Albara ocellata,0.9516,synonym
Nordstromia vira,Drepana vira,0.9838,synonym
Nordstromia vira,Nordstromia amabilis,0.9891,synonym
Nordstromia vira,Nordstromia pallidina,0.9795,synonym
