species,oldSpeciesCanonicalName,similarity,prediction
Spidia subviridis,Phalacrothyris subviridis,0.9355,synonym
Toxoides undulata,Osica undulata,0.9,synonym
Toxoides undulata,Toxoides emphloius,0.9545,synonym
Toxoides undulata,Toxoides longipennis,0.9562,synonym
Achlya flavicornis,Achlya atrescens,0.9679,synonym
Achlya flavicornis,Achlya fuscomaculata,0.9352,synonym
Achlya flavicornis,Achlya nigromaculata,0.9476,synonym
Achlya flavicornis,Achlya signatipennis,0.6441,not synonym
Achlya flavicornis,Achlya simplex,0.9142,synonym
Achlya flavicornis,Achlya unilinea,0.8745,synonym
Achlya flavicornis,Achyla flavicornis,0.9843,synonym
Achlya flavicornis,Asphalia flavicornis,0.9659,synonym
Achlya flavicornis,Asphalia rosea,0.9311,synonym
Achlya flavicornis,Cymatophora flavicornis,0.9584,synonym
Achlya flavicornis,Noctua flavicornis,0.8907,synonym
Achlya flavicornis,Noctua luteicornis,0.8981,synonym
Achlya flavicornis,Phalaena arcuata,0.8999,synonym
Achlya flavicornis,Phalaena sulphureomaculata,0.9292,synonym
Achlya flavicornis,Polyplaca clausa,0.7932,synonym
Achlya flavicornis,Polyploca angustefasciata,0.8349,synonym
Achlya flavicornis,Polyploca confluens,0.7561,synonym
Achlya flavicornis,Polyploca confluens,0.7561,synonym
Achlya flavicornis,Polyploca confluens,0.7561,synonym
Achlya flavicornis,Polyploca covergens,0.8731,synonym
Achlya flavicornis,Polyploca flavicornis,0.9167,synonym
Achlya flavicornis,Polyploca haverkampfi,0.8098,synonym
Achlya flavicornis,Polyploca medionigra,0.6286,not synonym
Achlya flavicornis,Polyploca melanalba,0.8142,synonym
Achlya flavicornis,Polyploca nudata,0.6471,not synonym
Achlya flavicornis,Polyploca obsoleta,0.8134,synonym
Achlya flavicornis,Polyploca pseudoalbingensis,0.9381,synonym
Achlya flavicornis,Polyploca unimaculata,0.8269,synonym
Achlya kuramana,Sugitaniella kuramana,0.8035,synonym
Spectroreta hyalodisca,Spectroreta flava,0.9446,synonym
Spectroreta hyalodisca,Spectroreta rufa,0.8021,synonym
Nordstromia aqua,Drepana aqua,0.931,synonym
Nordstromia bicostata,Albara bicostata,0.9221,synonym
Nordstromia duplicata,Albara duplicata,0.9409,synonym
Nordstromia duplicata,Albara olivacea,0.9217,synonym
Nordstromia duplicata,Nordstromia pallidior,0.8403,synonym
Nordstromia humerata,Albara humerata,0.8843,synonym
Nordstromia japonica,Albara sachalinensis,0.8848,synonym
Nordstromia japonica,Drepana punctifera,0.9259,synonym
Nordstromia lilacina,Albara lilacina,0.9084,synonym
Nordstromia problematica,Albara aestivalis,0.7232,synonym
Nordstromia problematica,Albara problematica,0.9108,synonym
Nordstromia recava,Nordstroemia recava,0.9325,synonym
Nordstromia siccifolia,Allodrepana siccifolia,0.8714,synonym
Nordstromia simillima,Albara simillima,0.928,synonym
Nordstromia sumatrana,Albara sumatrana,0.9242,synonym
Nordstromia vira,Albara erpina,0.8733,synonym
Nordstromia vira,Albara gracillima,0.8876,synonym
Nordstromia vira,Albara mimetica,0.8427,synonym
Nordstromia vira,Albara ocellata,0.8168,synonym
Nordstromia vira,Drepana vira,0.95,synonym
Nordstromia vira,Nordstromia amabilis,0.9274,synonym
Nordstromia vira,Nordstromia pallidina,0.9552,synonym
