species,oldSpeciesCanonicalName,similarity,prediction,model,threshold,pooling
Stenoglene obtusus,Stenoglene subcrocea,0.9927,synonym,gpt2-medium,0.7,last_token
Stenoglene obtusus,Stenoglene tristis,0.9948,synonym,gpt2-medium,0.7,last_token
Stenoglene opalina,Stenoglene peropalinus,0.9984,synonym,gpt2-medium,0.7,last_token
Stenoglene pellucida,Stenoglene novempunctatus,0.9989,synonym,gpt2-medium,0.7,last_token
Stenoglene plagiatus,Stenoglene grandiplaga,0.9985,synonym,gpt2-medium,0.7,last_token
Stenoglene roseus,Stenoglene elgonae,0.9976,synonym,gpt2-medium,0.7,last_token
Stenoglene roseus,Stenoglene flavidior,0.996,synonym,gpt2-medium,0.7,last_token
Stenoglene roseus,Stenoglene gregorii,0.997,synonym,gpt2-medium,0.7,last_token
Stenoglene roseus,Stenoglene monteironis,0.9981,synonym,gpt2-medium,0.7,last_token
Stenoglene roseus,Stenoglene pulverulentus,0.9958,synonym,gpt2-medium,0.7,last_token
Stenoglene roseus,Stenoglene similis,0.9976,synonym,gpt2-medium,0.7,last_token
Sangatissa subcurvifera,Sangatissa albipars,0.9701,synonym,gpt2-medium,0.7,last_token
Sangatissa subcurvifera,Sangatissa citrinula,0.9993,synonym,gpt2-medium,0.7,last_token
Sangatissa subcurvifera,Sangatissa teta,0.9934,synonym,gpt2-medium,0.7,last_token
Sangatissa subcurvifera,Sangatissa triseriata,0.9992,synonym,gpt2-medium,0.7,last_token
Poloma angulata,Poloma angulifera,0.9993,synonym,gpt2-medium,0.7,last_token
Poloma angulata,Poloma incompta,0.9971,synonym,gpt2-medium,0.7,last_token
Poloma angulata,Poloma janula,0.9971,synonym,gpt2-medium,0.7,last_token
Poloma nigromaculata,Poloma nahor,0.9833,synonym,gpt2-medium,0.7,last_token
Phyllalia alboradiata,Phyllalia acuta,0.9984,synonym,gpt2-medium,0.7,last_token
Phyllalia patens,Phyllalia concolor,0.9984,synonym,gpt2-medium,0.7,last_token
Phyllalia patens,Phyllalia ochrina,0.9972,synonym,gpt2-medium,0.7,last_token
Phyllalia thunbergii,Phyllalia incerta,0.9985,synonym,gpt2-medium,0.7,last_token
Phiala alba,Phiala pagagna,0.9979,synonym,gpt2-medium,0.7,last_token
Phiala alba,Phiala strigifera,0.9966,synonym,gpt2-medium,0.7,last_token
Phiala albida,Euchera abluta,0.9973,synonym,gpt2-medium,0.7,last_token
Phiala albida,Phiala abluta,0.9975,synonym,gpt2-medium,0.7,last_token
Phiala bistrigata,Phiala curvistriga,0.9995,synonym,gpt2-medium,0.7,last_token
Phiala bistrigata,Phiala curvistrigata,0.9997,synonym,gpt2-medium,0.7,last_token
Phiala costipuncta,Phiala angola,0.9928,synonym,gpt2-medium,0.7,last_token
Phiala costipuncta,Phiala inferiora,0.9995,synonym,gpt2-medium,0.7,last_token
Phiala costipuncta,Phiala ochritincta,0.9994,synonym,gpt2-medium,0.7,last_token
Phiala costipuncta,Phiala punctilinea,0.9994,synonym,gpt2-medium,0.7,last_token
Phiala costipuncta,Phiala xanthosoma,0.997,synonym,gpt2-medium,0.7,last_token
Phiala crassistriga,Phiala incurva,0.9991,synonym,gpt2-medium,0.7,last_token
Phiala cunina,Euchera cunicaria,0.9988,synonym,gpt2-medium,0.7,last_token
Phiala cunina,Euchera fervidaria,0.9976,synonym,gpt2-medium,0.7,last_token
Phiala cunina,Euchera nivea,0.9987,synonym,gpt2-medium,0.7,last_token
Phiala cunina,Euchera ochriventris,0.9985,synonym,gpt2-medium,0.7,last_token
Phiala cunina,Phiala fervidaria,0.9983,synonym,gpt2-medium,0.7,last_token
Phiala cunina,Phiala nivea,0.9988,synonym,gpt2-medium,0.7,last_token
Phiala incana,Phiala arrecta,0.9942,synonym,gpt2-medium,0.7,last_token
Phiala marshalli,Phiala reussi,0.9975,synonym,gpt2-medium,0.7,last_token
Phiala nigrolineata,Phiala chrysargyra,0.9957,synonym,gpt2-medium,0.7,last_token
Phiala nigrolineata,Phiala nigrovenata,0.9999,synonym,gpt2-medium,0.7,last_token
Phiala nigrolineata,Phiala ochrescens,0.9984,synonym,gpt2-medium,0.7,last_token
Phiala nigrolineata,Phiala rubrivena,0.9994,synonym,gpt2-medium,0.7,last_token
Phiala pseudatomaria,Phiala sigyna,0.9944,synonym,gpt2-medium,0.7,last_token
Phiala pseudatomaria,Phiala sublimbalis,0.9983,synonym,gpt2-medium,0.7,last_token
Phiala pseudatomaria,Stenoglene sigyna,0.9938,synonym,gpt2-medium,0.7,last_token
Phiala punctulata,Phiala nyassana,0.994,synonym,gpt2-medium,0.7,last_token
Phiala venusta,Phiala angulata,0.9995,synonym,gpt2-medium,0.7,last_token
Parajana gabunica,Parajana lamani,0.9981,synonym,gpt2-medium,0.7,last_token
Parajana gabunica,Parajana marmorata,0.9991,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela hirta,0.9962,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela pilosa,0.9964,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela pristina,0.9956,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela rufescens,0.9974,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela simplex,0.9976,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela sobria,0.9897,synonym,gpt2-medium,0.7,last_token
Panacela lewinae,Panacela transiens,0.9861,synonym,gpt2-medium,0.7,last_token
Panacela signicosta,Panacela fuscocervina,0.998,synonym,gpt2-medium,0.7,last_token
Palirisa cervina,Palirisa burmanica,0.9987,synonym,gpt2-medium,0.7,last_token
Palirisa mosoensis,Palirisa angustifasciata,0.9969,synonym,gpt2-medium,0.7,last_token
Palirisa mosoensis,Palirisa chocolatina,0.9968,synonym,gpt2-medium,0.7,last_token
Palirisa mosoensis,Palirisa curvilineata,0.9992,synonym,gpt2-medium,0.7,last_token
Palirisa mosoensis,Palirisa roseitincta,0.9989,synonym,gpt2-medium,0.7,last_token
Palirisa mosoensis,Palirisa significata,0.9949,synonym,gpt2-medium,0.7,last_token
Nisaga simplex,Nisaga modesta,0.9987,synonym,gpt2-medium,0.7,last_token
Melanergon vidua,Melanergon fergussonis,0.9963,synonym,gpt2-medium,0.7,last_token
Melanergon vidua,Melanergon louisiadensis,0.9924,synonym,gpt2-medium,0.7,last_token
Melanergon vidua,Melanergon proserpina,0.9971,synonym,gpt2-medium,0.7,last_token
Marmaroplegma paragarda,Marmaroplegma clio,0.9983,synonym,gpt2-medium,0.7,last_token
Marmaroplegma paragarda,Marmaroplegma lineosa,0.9989,synonym,gpt2-medium,0.7,last_token
Janomima dannfelti,Janomima claria,0.9969,synonym,gpt2-medium,0.7,last_token
Janomima dannfelti,Janomima deduplicata,0.9961,synonym,gpt2-medium,0.7,last_token
Janomima dannfelti,Janomima mesundulata,0.9953,synonym,gpt2-medium,0.7,last_token
Janomima dannfelti,Janomima ochrea,0.9982,synonym,gpt2-medium,0.7,last_token
Janomima mariana,Janomima mariana,1.0,synonym,gpt2-medium,0.7,last_token
Janomima mariana,Janomima nigricans,0.9982,synonym,gpt2-medium,0.7,last_token
Janomima mariana,Janomima westwoodi,0.9985,synonym,gpt2-medium,0.7,last_token
Jana eurymas,Jana caesarea,0.9868,synonym,gpt2-medium,0.7,last_token
Jana eurymas,Jana transvaalica,0.9903,synonym,gpt2-medium,0.7,last_token
Jana gracilis,Gracilanja polymorpha,0.9972,synonym,gpt2-medium,0.7,last_token
Jana gracilis,Jana grisea,0.9984,synonym,gpt2-medium,0.7,last_token
Jana gracilis,Jana polymorpha,0.9986,synonym,gpt2-medium,0.7,last_token
Jana gracilis,Jana rosea,0.9967,synonym,gpt2-medium,0.7,last_token
Jana strigina,Jana agrippa,0.9973,synonym,gpt2-medium,0.7,last_token
Jana strigina,Jana camerunica,0.9979,synonym,gpt2-medium,0.7,last_token
Jana strigina,Jana nobilis,0.9994,synonym,gpt2-medium,0.7,last_token
Jana strigina,Striginiana agrippa,0.9972,synonym,gpt2-medium,0.7,last_token
Jana strigina,Striginiana camerunica,0.9982,synonym,gpt2-medium,0.7,last_token
Jana strigina,Striginiana nobilis,0.9986,synonym,gpt2-medium,0.7,last_token
Jana tantalus,Jana crepax,0.997,synonym,gpt2-medium,0.7,last_token
Jana tantalus,Jana signifera,0.9932,synonym,gpt2-medium,0.7,last_token
Jana tantalus,Tantaliana crepax,0.9961,synonym,gpt2-medium,0.7,last_token
Jana tantalus,Tantaliana signifera,0.9937,synonym,gpt2-medium,0.7,last_token
Jana tripunctata,Jana rustica,0.9991,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes albescens,0.9982,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes albopunctata,0.9973,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes ansorgei,0.9978,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes bicolor,0.9986,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes craushayi,0.9987,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes fuscata,0.9981,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes neavi,0.9967,synonym,gpt2-medium,0.7,last_token
Hibrildes crawshayi,Hibrildes venosa,0.9979,synonym,gpt2-medium,0.7,last_token
Hibrildes norax,Hibrildes carpenteri,0.9949,synonym,gpt2-medium,0.7,last_token
Hibrildes norax,Hibrildes sheffieldi,0.9956,synonym,gpt2-medium,0.7,last_token
Hibrildes norax,Hibrildes spiritalis,0.9919,synonym,gpt2-medium,0.7,last_token
Hemijana semijana,Hemijana distincta,0.9987,synonym,gpt2-medium,0.7,last_token
Hemijana subrosea,Hemijana ruberrima,0.997,synonym,gpt2-medium,0.7,last_token
Gonojana dimidiata,Gonojana tenuis,0.9972,synonym,gpt2-medium,0.7,last_token
Eupterote citrina,Eupterote lutosa,0.9988,synonym,gpt2-medium,0.7,last_token
Eupterote diffusa,Eupterote primularis,0.9989,synonym,gpt2-medium,0.7,last_token
Eupterote domina,Eupterote pulchra,0.9988,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote alternata,0.9982,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote auriflua,0.9987,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote discordens,0.9985,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote fasciata,0.9985,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote gyra,0.9892,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote immutata,0.9994,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote lucia,0.977,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote mutans,0.9986,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote ochripicta,0.9993,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Eupterote permutata,0.9992,synonym,gpt2-medium,0.7,last_token
Eupterote fabia,Pararhodia acuminalba,0.9961,synonym,gpt2-medium,0.7,last_token
Eupterote flavicollis,Eupterote adolphaei,0.9991,synonym,gpt2-medium,0.7,last_token
Eupterote flavicollis,Eupterote collaris,0.9991,synonym,gpt2-medium,0.7,last_token
Eupterote flavida,Eupterote acinea,0.9992,synonym,gpt2-medium,0.7,last_token
Eupterote flavida,Eupterote procumbens,0.9991,synonym,gpt2-medium,0.7,last_token
Eupterote hibisci,Eupterote anada,0.9964,synonym,gpt2-medium,0.7,last_token
Eupterote hibisci,Eupterote geminata,0.9966,synonym,gpt2-medium,0.7,last_token
Eupterote hibisci,Eupterote lineata,0.9968,synonym,gpt2-medium,0.7,last_token
Eupterote hibisci,Eupterote petosiris,0.996,synonym,gpt2-medium,0.7,last_token
Eupterote hibisci,Eupterote phalaenaria,0.9955,synonym,gpt2-medium,0.7,last_token
Eupterote hibisci,Eupterote placida,0.9971,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote anthereata,0.9968,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote canaraica,0.9994,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote contaminata,0.9985,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote flava,0.9919,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote flavia,0.9973,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote lativittata,0.9995,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote mollis,0.9908,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote multiarcuata,0.9995,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote nilgirica,0.9949,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote ornata,0.9995,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote rectifascia,0.9985,synonym,gpt2-medium,0.7,last_token
Eupterote mollifera,Eupterote rufodisca,0.9971,synonym,gpt2-medium,0.7,last_token
Eupterote orientalis,Eupterote aenescens,0.9986,synonym,gpt2-medium,0.7,last_token
Eupterote orientalis,Eupterote plumipes,0.9958,synonym,gpt2-medium,0.7,last_token
Eupterote orientalis,Eupterote quadrifasciata,0.9991,synonym,gpt2-medium,0.7,last_token
Eupterote orientalis,Eupterote rubiginosa,0.9993,synonym,gpt2-medium,0.7,last_token
Eupterote patula,Eupterote abnorminervis,0.9958,synonym,gpt2-medium,0.7,last_token
Eupterote patula,Eupterote dehyalinata,0.9984,synonym,gpt2-medium,0.7,last_token
Eupterote patula,Eupterote khasiana,0.9993,synonym,gpt2-medium,0.7,last_token
Eupterote patula,Eupterote undulosa,0.999,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote affinis,0.9981,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote caliginosa,0.9951,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote cinnamomea,0.9963,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote consimilis,0.998,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote cupreipennis,0.9989,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote decorata,0.9988,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote diabolica,0.9977,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote dissimilis,0.998,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote griseipennis,0.9962,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote hirsuta,0.9989,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote ignavus,0.9967,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote imbecilis,0.998,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote invalida,0.9986,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote nigricans,0.9955,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote persimilis,0.9981,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote similis,0.9977,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote sinuata,0.9992,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote subdita,0.998,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote suffusa,0.9977,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote taooensis,0.9976,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote undifera,0.9987,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote variegata,0.9961,synonym,gpt2-medium,0.7,last_token
Eupterote undata,Eupterote vinosa,0.9982,synonym,gpt2-medium,0.7,last_token
Epijana cosmia,Epijana lanosa,0.9981,synonym,gpt2-medium,0.7,last_token
Epijana cosmia,Epijana velutonia,0.9994,synonym,gpt2-medium,0.7,last_token
Ebbepterote expansa,Anthela expansa,0.9985,synonym,gpt2-medium,0.7,last_token
Drepanojana fasciata,Drepanojana apicalis,0.999,synonym,gpt2-medium,0.7,last_token
Drepanojana fasciata,Drepanojana maeonia,0.9965,synonym,gpt2-medium,0.7,last_token
Cyrtojana trilineata,Cyrtojana apithana,0.9943,synonym,gpt2-medium,0.7,last_token
Cotana albomaculata,Cotana ovata,0.9991,synonym,gpt2-medium,0.7,last_token
Cotana dubia,Cotana doricrana,0.9973,synonym,gpt2-medium,0.7,last_token
Cotana erectilinea,Cotana setakwensis,0.9989,synonym,gpt2-medium,0.7,last_token
Cotana kebeae,Cotana grandis,0.9982,synonym,gpt2-medium,0.7,last_token
Cotana lunulata,Cotana albaserrati,0.9948,synonym,gpt2-medium,0.7,last_token
Cotana lunulata,Cotana occidentalis,0.9994,synonym,gpt2-medium,0.7,last_token
Cotana lunulata,Cotana satisbona,0.9985,synonym,gpt2-medium,0.7,last_token
Cotana lunulata,Cotana unicolor,0.9962,synonym,gpt2-medium,0.7,last_token
Cotana rosselliana,Cotana diluta,0.9974,synonym,gpt2-medium,0.7,last_token
Cotana rubrescens,Cotana kapaura,0.9968,synonym,gpt2-medium,0.7,last_token
Cotana rubrescens,Cotana oetakwensis,0.9983,synonym,gpt2-medium,0.7,last_token
Cotana rubrescens,Cotana turneri,0.9974,synonym,gpt2-medium,0.7,last_token
Cotana serranotata,Darala consuta,0.9919,synonym,gpt2-medium,0.7,last_token
Cotana serranotata,Darala serranotata,0.9995,synonym,gpt2-medium,0.7,last_token
Camerunia flava,Camerunia lactiflora,0.9958,synonym,gpt2-medium,0.7,last_token
Camerunia orphne,Camerunia insignis,0.996,synonym,gpt2-medium,0.7,last_token
Acrojana sciron,Acrojana ochracea,0.9916,synonym,gpt2-medium,0.7,last_token
Acrojana scutaea,Acrojana sanguineipes,0.9983,synonym,gpt2-medium,0.7,last_token
Acrojana scutaea,Acrojana sanguinipes,0.9988,synonym,gpt2-medium,0.7,last_token
Oreta brunnea,Psiloreta brunnea,0.9998,synonym,gpt2-medium,0.7,last_token
Oreta carnea,Agnidra carnea,0.9996,synonym,gpt2-medium,0.7,last_token
Oreta carnea,Cobanilla cardinalis,0.9981,synonym,gpt2-medium,0.7,last_token
Oreta carnea,Cobanilla hepatica,0.9981,synonym,gpt2-medium,0.7,last_token
Oreta carnea,Drepana berenica,0.9957,synonym,gpt2-medium,0.7,last_token
Oreta cervina,Oreta purpurissa,0.9985,synonym,gpt2-medium,0.7,last_token
Oreta cervina,Oreta rubicunda,0.9986,synonym,gpt2-medium,0.7,last_token
Oreta cervina,Oreta rufibrunnea,0.999,synonym,gpt2-medium,0.7,last_token
Oreta cervina,Oreta rufula,0.9968,synonym,gpt2-medium,0.7,last_token
Oreta extensa,Oreta adona,0.9913,synonym,gpt2-medium,0.7,last_token
Oreta extensa,Oreta figlina,0.9978,synonym,gpt2-medium,0.7,last_token
Oreta extensa,Oreta perfusa,0.998,synonym,gpt2-medium,0.7,last_token
Oreta fulgens,Cobanilla fulgens,0.9945,synonym,gpt2-medium,0.7,last_token
Oreta fulgens,Cobanilla triumbrata,0.9957,synonym,gpt2-medium,0.7,last_token
Oreta fulgens,Oreta thaumalea,0.9982,synonym,gpt2-medium,0.7,last_token
Oreta fuscopurpurea,Oreta fuscopurpurea,1.0,synonym,gpt2-medium,0.7,last_token
Oreta griseotincta,Mimoreta horishana,0.9985,synonym,gpt2-medium,0.7,last_token
Oreta griseotincta,Oreta nucicolor,0.9976,synonym,gpt2-medium,0.7,last_token
Oreta insignis,Hypsomadius formosana,0.9966,synonym,gpt2-medium,0.7,last_token
Oreta insignis,Oreta formosana,0.9982,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Cobanilla erminea,0.999,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Cobanilla fulvata,0.9984,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Holoreta rubicunda,0.9979,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Oreta hepatica,0.9988,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Oreta hypocalla,0.9973,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Oreta miltodes,0.9938,synonym,gpt2-medium,0.7,last_token
Oreta jaspidea,Oreta nigrostigma,0.9987,synonym,gpt2-medium,0.7,last_token
Oreta loochooana,Oreta formosicola,0.9944,synonym,gpt2-medium,0.7,last_token
Oreta loochooana,Oreta squamulata,0.9925,synonym,gpt2-medium,0.7,last_token
Oreta mollita,Oreta nigritacta,0.9993,synonym,gpt2-medium,0.7,last_token
Oreta obtusa,Psiloreta inconspicua,0.9981,synonym,gpt2-medium,0.7,last_token
Oreta obtusa,Psiloreta obliquilinea,0.9986,synonym,gpt2-medium,0.7,last_token
Oreta paki,Psiloreta paki,0.9996,synonym,gpt2-medium,0.7,last_token
Oreta pavaca,Oreta flavida,0.9959,synonym,gpt2-medium,0.7,last_token
Oreta pavaca,Psiloreta pavaca,0.9975,synonym,gpt2-medium,0.7,last_token
Oreta perfida,Oreta semiornata,0.9976,synonym,gpt2-medium,0.7,last_token
Oreta perfida,Oreta variegata,0.9988,synonym,gpt2-medium,0.7,last_token
Oreta pulchripes,Oreta auripes,0.9989,synonym,gpt2-medium,0.7,last_token
Oreta pulchripes,Oreta calceolaria,0.997,synonym,gpt2-medium,0.7,last_token
Oreta pulchripes,Oreta chosenoreta,0.9986,synonym,gpt2-medium,0.7,last_token
Oreta pulchripes,Psiloreta thermidora,0.9975,synonym,gpt2-medium,0.7,last_token
Oreta rosea,Cilix americana,0.9944,synonym,gpt2-medium,0.7,last_token
Oreta rosea,Oreta irrorata,0.9968,synonym,gpt2-medium,0.7,last_token
Oreta rosea,Oreta marginata,0.9962,synonym,gpt2-medium,0.7,last_token
Oreta rosea,Platypteryx formula,0.996,synonym,gpt2-medium,0.7,last_token
Oreta rubromarginata,Gonoreta subrosea,0.9923,synonym,gpt2-medium,0.7,last_token
Oreta sanguinea,Psiloreta sanguinea,0.9999,synonym,gpt2-medium,0.7,last_token
Oreta singapura,Oreta lilacina,0.999,synonym,gpt2-medium,0.7,last_token
Oreta sublustris,Oreta nigristriata,0.9977,synonym,gpt2-medium,0.7,last_token
Oreta subvinosa,Oreta griseata,0.9989,synonym,gpt2-medium,0.7,last_token
Oreta subvinosa,Oreta olivata,0.9993,synonym,gpt2-medium,0.7,last_token
Oreta suffusa,Psiloreta violacea,0.998,synonym,gpt2-medium,0.7,last_token
Oreta turpis,Oreta calida,0.9991,synonym,gpt2-medium,0.7,last_token
Amphitorna albipuncta,Psiloreta albipuncta,0.9986,synonym,gpt2-medium,0.7,last_token
Amphitorna castanea,Oreta castanea,0.999,synonym,gpt2-medium,0.7,last_token
Amphitorna confusata,Cyclura confusata,0.9992,synonym,gpt2-medium,0.7,last_token
Amphitorna excisa,Cyclura excisa,0.9986,synonym,gpt2-medium,0.7,last_token
Amphitorna olga,Neoreta olga,0.995,synonym,gpt2-medium,0.7,last_token
Amphitorna olga,Neoreta unicolor,0.9913,synonym,gpt2-medium,0.7,last_token
Amphitorna olga,Oreta loga,0.992,synonym,gpt2-medium,0.7,last_token
Amphitorna olga,Oreta purpureofasciata,0.9934,synonym,gpt2-medium,0.7,last_token
Amphitorna olga,Tomocerota formosana,0.9874,synonym,gpt2-medium,0.7,last_token
Amphitorna perexcisa,Neoreta perexcisa,0.9976,synonym,gpt2-medium,0.7,last_token
Amphitorna rotundipex,Oreta rotundipex,0.9986,synonym,gpt2-medium,0.7,last_token
Amphitorna rotundipex,Psiloreta rotundopex,0.9968,synonym,gpt2-medium,0.7,last_token
Amphitorna submontana,Cyclura submontana,0.9985,synonym,gpt2-medium,0.7,last_token
Amphitorna trogoptera,Oreta trogoptera,0.998,synonym,gpt2-medium,0.7,last_token
Amphitorna trogoptera,Procampsis trogoptera,0.9977,synonym,gpt2-medium,0.7,last_token
Tridrepana albonotata,Callidrepana ochrea,0.9961,synonym,gpt2-medium,0.7,last_token
Tridrepana albonotata,Drepana albonotata,0.9999,synonym,gpt2-medium,0.7,last_token
Tridrepana albonotata,Iridrepana glaciata,0.9983,synonym,gpt2-medium,0.7,last_token
Tridrepana albonotata,Iridrepana pervasata,0.998,synonym,gpt2-medium,0.7,last_token
Tridrepana cervina,Iridrepana cervina,0.9999,synonym,gpt2-medium,0.7,last_token
Tridrepana examplata,Iridrepana examplata,0.9998,synonym,gpt2-medium,0.7,last_token
Tridrepana fulva,Drepana fulva,0.9996,synonym,gpt2-medium,0.7,last_token
Tridrepana fulvata,Drepana fulvata,0.9997,synonym,gpt2-medium,0.7,last_token
Tridrepana lunulata,Callidrepana lunulata,0.9999,synonym,gpt2-medium,0.7,last_token
Tridrepana lunulata,Iridrepana fasciata,0.9992,synonym,gpt2-medium,0.7,last_token
Tridrepana lunulata,Tridrepana fasciata,0.9995,synonym,gpt2-medium,0.7,last_token
Tridrepana lunulata,Tridrepana prolata,0.9996,synonym,gpt2-medium,0.7,last_token
Tridrepana obliquitaenia,Iridrepana obliquitaenia,0.9999,synonym,gpt2-medium,0.7,last_token
Tridrepana olivacea,Tridrepana elegans,0.998,synonym,gpt2-medium,0.7,last_token
Tridrepana olivacea,Tridrepana semirufa,0.9969,synonym,gpt2-medium,0.7,last_token
Tridrepana olivacea,Tridrepana tristigma,0.9987,synonym,gpt2-medium,0.7,last_token
Tridrepana postica,Drepana xanthoptera,0.998,synonym,gpt2-medium,0.7,last_token
Tridrepana sadana,Drepana sadana,0.9999,synonym,gpt2-medium,0.7,last_token
Tridrepana sera,Tridrepana suffusa,0.9972,synonym,gpt2-medium,0.7,last_token
Tridrepana thermopasta,Drepana thermopasta,0.9999,synonym,gpt2-medium,0.7,last_token
Urogonodes colorata,Urogonodes perrufa,0.9905,synonym,gpt2-medium,0.7,last_token
Urogonodes macrura,Urogonodes seminigra,0.9937,synonym,gpt2-medium,0.7,last_token
Urogonodes patiens,Psiloreta patiens,0.9997,synonym,gpt2-medium,0.7,last_token
Urogonodes patiens,Psiloreta rufula,0.9981,synonym,gpt2-medium,0.7,last_token
Urogonodes patiens,Urogonodes ochracea,0.9985,synonym,gpt2-medium,0.7,last_token
Urogonodes patiens,Urogonodes sobria,0.9958,synonym,gpt2-medium,0.7,last_token
Urogonodes scintillans,Urogonodes inconspicua,0.9987,synonym,gpt2-medium,0.7,last_token
Gogana abnormalis,Trotothyris abnormalis,0.9994,synonym,gpt2-medium,0.7,last_token
Gogana bornormalis,Goagna bornormalis,0.9996,synonym,gpt2-medium,0.7,last_token
Gogana conwayi,Ametroptila conwayi,0.9986,synonym,gpt2-medium,0.7,last_token
Gogana cottrillii,Ametroptila cottrillii,0.9997,synonym,gpt2-medium,0.7,last_token
Gogana fragilis,Trotothyris fragilis,0.9994,synonym,gpt2-medium,0.7,last_token
Gogana integra,Gorgana integra,0.9997,synonym,gpt2-medium,0.7,last_token
Gogana kerara,Phalacra kerara,0.9986,synonym,gpt2-medium,0.7,last_token
Gogana ossicolor,Ametroptila ossicolor,0.998,synonym,gpt2-medium,0.7,last_token
Gogana semibrevis,Ametroptila semibrevis,0.9973,synonym,gpt2-medium,0.7,last_token
Gogana specularis,Goagna specularis,0.9999,synonym,gpt2-medium,0.7,last_token
Gogana tenera,Phalacra tenera,0.9987,synonym,gpt2-medium,0.7,last_token
Gogana turbinifera,Ametroptila turbinifera,0.9998,synonym,gpt2-medium,0.7,last_token
Wernya rufifasciata,Wernya fufifasciata,0.9997,synonym,gpt2-medium,0.7,last_token
Macrocilix mysticata,Macrocilix bidentata,0.9994,synonym,gpt2-medium,0.7,last_token
Macrocilix mysticata,Macrocilix flavotincta,0.9988,synonym,gpt2-medium,0.7,last_token
Macrocilix mysticata,Macrocilix magna,0.9965,synonym,gpt2-medium,0.7,last_token
